wave,unweighted_mean,unweighted_variance,n_countries
1.0,0.0028338973696064073,0.03796634962255198,8
2.0,-0.02168415321758284,0.017497928876618888,18
3.0,-0.0022233297747597572,0.009119536973815456,55
4.0,-0.0001011846717704566,0.01325721038872817,41
5.0,-0.005124178430001168,0.007821763669798783,58
6.0,0.004383379926454695,0.008242439121006823,60
7.0,-0.005887992985391316,0.010931859664194856,66
