wave,unweighted_mean,unweighted_variance,n_countries
1.0,0.009183699927278072,0.06821543099105014,8
2.0,-0.017116275618021298,0.03416581612286905,18
3.0,-0.00580755702034276,0.026891779247786192,55
4.0,0.00961020164526574,0.027151930622649513,41
5.0,-0.0029565139858172174,0.020515025896646222,58
6.0,-0.0023949310273062305,0.03165112688088803,60
7.0,-0.003966239683890278,0.010223924685560666,66
