wave,unweighted_mean,unweighted_variance,n_countries
1.0,,,0
2.0,-0.05181502346333013,0.025937197658996387,18
3.0,-0.0072098730721680245,0.03707316856275114,55
4.0,-0.011840712192287486,0.027368232394854412,41
5.0,-0.005252492009268123,0.018417213070462166,58
6.0,0.008749725575682554,0.016501597765258048,60
7.0,-0.009199796235618306,0.023805605569485147,66
