wave,weighting_year,weighted_variance,n_countries,top1_share,balanced_panel
1.0,1974,,0,,False
1.0,1975,,0,,False
1.0,1976,,0,,False
1.0,1977,,0,,False
1.0,1978,,0,,False
1.0,1979,,0,,False
1.0,1980,,0,,False
1.0,1981,,0,,False
1.0,1982,,0,,False
1.0,1983,,0,,False
1.0,1984,,0,,False
1.0,1985,,0,,False
1.0,1986,,0,,False
1.0,1987,,0,,False
1.0,1988,,0,,False
1.0,1989,,0,,False
1.0,1990,,0,,False
1.0,1991,,0,,False
1.0,1992,,0,,False
1.0,1993,,0,,False
1.0,1994,,0,,False
1.0,1995,,0,,False
1.0,1996,,0,,False
1.0,1997,,0,,False
1.0,1998,,0,,False
1.0,1999,,0,,False
1.0,2000,,0,,False
1.0,2001,,0,,False
1.0,2002,,0,,False
1.0,2003,,0,,False
1.0,2004,,0,,False
1.0,2005,,0,,False
1.0,2006,,0,,False
1.0,2007,,0,,False
1.0,2008,,0,,False
1.0,2009,,0,,False
1.0,2010,,0,,False
1.0,2011,,0,,False
1.0,2012,,0,,False
1.0,2013,,0,,False
1.0,2014,,0,,False
1.0,2015,,0,,False
1.0,2016,,0,,False
1.0,2017,,0,,False
1.0,2018,,0,,False
1.0,2019,,0,,False
1.0,2020,,0,,False
1.0,2021,,0,,False
1.0,2022,,0,,False
1.0,2023,,0,,False
2.0,1974,0.014986470607669356,13,0.38293201451919456,False
2.0,1975,0.015185762833217395,13,0.38315984726318214,False
2.0,1976,0.015466305522364823,13,0.3979814658059489,False
2.0,1977,0.01506369487000631,13,0.4220316621510493,False
2.0,1978,0.015122999227352305,13,0.47090191642782203,False
2.0,1979,0.01515023234986704,13,0.4395336222413761,False
2.0,1980,0.014391186778281932,13,0.4184710146450407,False
2.0,1981,0.0136627451829268,13,0.4169895775504041,False
2.0,1982,0.01419030606362748,13,0.4128607287930376,False
2.0,1983,0.01305914986136145,13,0.45093138282123346,False
2.0,1984,0.01286966589546824,13,0.46021724452325957,False
2.0,1985,0.012558982712514993,13,0.4634102470912,False
2.0,1986,0.012168186372902316,13,0.5413161007720595,False
2.0,1987,0.011971890592555545,13,0.5614566279859817,False
2.0,1988,0.011474791374439925,13,0.5774884887210673,False
2.0,1989,0.012088810121078966,13,0.5529977836718677,False
2.0,1990,0.013464278791450244,14,0.5097042335318526,False
2.0,1991,0.01236914400116801,14,0.5370842276422948,False
2.0,1992,0.015036551481494296,15,0.5077062367174833,False
2.0,1993,0.014585171305981944,18,0.5260415866765049,False
2.0,1994,0.014120945566416186,18,0.5243682306626039,False
2.0,1995,0.014493942104173018,18,0.5146236114179913,False
2.0,1996,0.014954854459716053,18,0.46448822581982097,False
2.0,1997,0.01509694399809724,18,0.43453573789225464,False
2.0,1998,0.015397512848887103,18,0.4155555225582205,False
2.0,1999,0.013662494612086603,18,0.4567257136818017,False
2.0,2000,0.013679290939032132,18,0.4560785301045012,False
2.0,2001,0.01339244606673215,18,0.42152516718831545,False
2.0,2002,0.013165835589218515,18,0.4004915293047513,False
2.0,2003,0.013582480669934031,18,0.3856841049573995,False
2.0,2004,0.014178590505638649,18,0.3644713104113807,False
2.0,2005,0.014937389199170927,18,0.3253996807893409,False
2.0,2006,0.015302095797635524,18,0.28293199851470585,False
2.0,2007,0.015570592296624126,18,0.24372836254047356,False
2.0,2008,0.01587792031717602,18,0.2367480541625692,False
2.0,2009,0.014583015033262295,18,0.2503572543142447,False
2.0,2010,0.01489673930211255,18,0.24773690696313005,False
2.0,2011,0.015092022536573282,18,0.26618704162816076,False
2.0,2012,0.0147308359031075,18,0.2910306571984309,False
2.0,2013,0.014520648633864658,18,0.3213142786768846,False
2.0,2014,0.01373629053569174,18,0.3435016415729876,False
2.0,2015,0.012318965552212695,18,0.38526697731152876,False
2.0,2016,0.012080513926340264,18,0.3825880943863076,False
2.0,2017,0.011959374963597235,18,0.38714845571589324,False
2.0,2018,0.01109360254792799,18,0.4111920974450046,False
2.0,2019,0.010842054725212082,18,0.4167996309709627,False
2.0,2020,0.010303890385259798,18,0.4405316664211459,False
2.0,2021,0.010045307961909578,18,0.4616685047848104,False
2.0,2022,0.0106884345673839,18,0.45819870469843305,False
2.0,2023,0.01110962147624642,18,0.44519861622860046,False
3.0,1974,0.009785793333268712,32,0.40509458375162455,False
3.0,1975,0.010135262696010599,32,0.40128850912665304,False
3.0,1976,0.009945908895187754,32,0.41211483083133094,False
3.0,1977,0.009929107297588453,32,0.40480488408120585,False
3.0,1978,0.009526737310334415,32,0.38380504191314174,False
3.0,1979,0.009858213124275254,32,0.37602063296226657,False
3.0,1980,0.010455507210703466,34,0.36741693278076387,False
3.0,1981,0.010437084313888125,34,0.38728629544535903,False
3.0,1982,0.010305471259104453,34,0.4080012084348927,False
3.0,1983,0.009378571905889395,34,0.43172061767567077,False
3.0,1984,0.008972215348253517,34,0.45510768018792763,False
3.0,1985,0.008952588287148962,34,0.46365980337996104,False
3.0,1986,0.008226621248660995,34,0.4181131695252511,False
3.0,1987,0.008325014857670874,35,0.38911540573794784,False
3.0,1988,0.008296112623577944,35,0.3724147128187837,False
3.0,1989,0.008501409215238427,35,0.38153594625884635,False
3.0,1990,0.00880355979161422,36,0.36361090443907773,False
3.0,1991,0.008298973076958944,36,0.3557594507600828,False
3.0,1992,0.011628897591657418,44,0.3414525174597708,False
3.0,1993,0.011345018036850195,49,0.3438469945321436,False
3.0,1994,0.011055151033949991,49,0.3375083760581497,False
3.0,1995,0.011169139282594269,51,0.3179882584584797,False
3.0,1996,0.011542511312967612,51,0.3313099722166084,False
3.0,1997,0.011859069243743125,51,0.3499899810726755,False
3.0,1998,0.01119770656717645,51,0.36862720797720694,False
3.0,1999,0.010147779958431226,51,0.37858079303073366,False
3.0,2000,0.0108278312327662,51,0.38513340868347296,False
3.0,2001,0.011146748329598393,51,0.40096701103597804,False
3.0,2002,0.011242090763757885,51,0.40220846116305453,False
3.0,2003,0.011537081464944888,52,0.3815137401584082,False
3.0,2004,0.012332763535586048,52,0.36316382204112335,False
3.0,2005,0.013283751971134372,52,0.3581914482267808,False
3.0,2006,0.014315870026938576,52,0.35203703548660786,False
3.0,2007,0.015487423632005724,54,0.32925798277020396,False
3.0,2008,0.01647544878155352,54,0.30832505485167294,False
3.0,2009,0.015468866679909796,54,0.3161052449754676,False
3.0,2010,0.01616302076838177,54,0.29828895730881616,False
3.0,2011,0.01689421430647184,54,0.2786469198073627,False
3.0,2012,0.017072799747577746,54,0.2817779732951127,False
3.0,2013,0.017261674260459808,54,0.2847032571633163,False
3.0,2014,0.01695391309947803,54,0.28783274502039313,False
3.0,2015,0.015142042332718377,53,0.31353609705927893,False
3.0,2016,0.015049552254260062,53,0.3168072206440494,False
3.0,2017,0.015553952847045596,53,0.31012067394208737,False
3.0,2018,0.01552391304307245,53,0.3075436103806039,False
3.0,2019,0.015386373840151452,53,0.3150062696475427,False
3.0,2020,0.01499388805214115,53,0.31925970077733934,False
3.0,2021,0.01531619757950294,53,0.3105030664347602,False
3.0,2022,0.015788441407501377,53,0.3286371788038824,False
3.0,2023,0.015264552542139114,53,0.3356076007586197,False
4.0,1974,0.012069040539533837,33,0.4884990992841139,False
4.0,1975,0.011488012059829347,33,0.4880257729299508,False
4.0,1976,0.011243256825011105,33,0.4907847139750045,False
4.0,1977,0.01118244800430438,33,0.4839157807823542,False
4.0,1978,0.011335674708118769,33,0.4681240424087005,False
4.0,1979,0.011446708920761143,33,0.46379088089570014,False
4.0,1980,0.0114696790437269,34,0.45246834113549966,False
4.0,1981,0.011443424099625434,34,0.4571923831890996,False
4.0,1982,0.011288813391102957,34,0.47978160170664363,False
4.0,1983,0.011115003824221559,34,0.49338020179636255,False
4.0,1984,0.01084446326893066,34,0.5105367268702224,False
4.0,1985,0.010447336377063032,35,0.517430311724907,False
4.0,1986,0.009970245189423117,35,0.4841156948604697,False
4.0,1987,0.009846107383670767,35,0.4667888463933325,False
4.0,1988,0.009655474368577978,35,0.4489616483784607,False
4.0,1989,0.009391676449682546,35,0.46041331816382913,False
4.0,1990,0.010465462072987526,35,0.4484788956377853,False
4.0,1991,0.010084286002430639,35,0.43876342868817464,False
4.0,1992,0.010322171129436862,38,0.4338749816978602,False
4.0,1993,0.010397678864711688,39,0.4292282218462787,False
4.0,1994,0.010115680930465474,39,0.4225180807026803,False
4.0,1995,0.010037978815114097,39,0.4078180600678849,False
4.0,1996,0.01057521633877169,39,0.42328527233500923,False
4.0,1997,0.010951524231991486,39,0.44296308429521347,False
4.0,1998,0.011353561365131694,39,0.46897705277890434,False
4.0,1999,0.010932457928774186,39,0.46549863054767626,False
4.0,2000,0.010954348914836282,39,0.4623429903462437,False
4.0,2001,0.010661526862847255,39,0.4815227837845832,False
4.0,2002,0.010154695138197051,39,0.48771572253147133,False
4.0,2003,0.01041674059803926,39,0.4712175623512444,False
4.0,2004,0.010803136898964245,39,0.45533279938070076,False
4.0,2005,0.011340947021005103,39,0.44911960290205627,False
4.0,2006,0.011713789453529029,39,0.4423880850718798,False
4.0,2007,0.012314192904468437,41,0.42121695460298,False
4.0,2008,0.01230748278007284,41,0.39636943238852984,False
4.0,2009,0.01186023099779959,41,0.39308066847090783,False
4.0,2010,0.01237856121440115,41,0.3675164115597019,False
4.0,2011,0.012392192015025864,41,0.34586903195836866,False
4.0,2012,0.012335807784017067,41,0.3447345522180115,False
4.0,2013,0.012609231880687929,41,0.3503491716034571,False
4.0,2014,0.012517560868435024,41,0.3523952014163251,False
4.0,2015,0.0126043082365708,40,0.371062652683934,False
4.0,2016,0.012511345219092257,40,0.3700416269295121,False
4.0,2017,0.012474364893558673,40,0.364059018992505,False
4.0,2018,0.011895399046274464,40,0.36103140620390445,False
4.0,2019,0.011855313007444069,40,0.3668604084679615,False
4.0,2020,0.011641498565982901,40,0.3693454765084977,False
4.0,2021,0.011703611173923304,40,0.3590659349683449,False
4.0,2022,0.012205933921554626,40,0.37753372260920953,False
4.0,2023,0.01246596846061789,40,0.38875357316642883,False
5.0,1974,0.00745300397626049,45,0.3361733485964159,False
5.0,1975,0.00748923507394301,46,0.3295969788879526,False
5.0,1976,0.007446807820530901,46,0.3382325128464618,False
5.0,1977,0.007417115560284157,46,0.3327890759679087,False
5.0,1978,0.007502814398648438,46,0.3162293482213485,False
5.0,1979,0.0076613808300859095,46,0.30736697080114117,False
5.0,1980,0.007900727850338756,47,0.29828759319480314,False
5.0,1981,0.007719643080953615,47,0.3258954737854876,False
5.0,1982,0.007484733332481377,47,0.34171915573861167,False
5.0,1983,0.007168427037692966,47,0.35985079646157403,False
5.0,1984,0.006964425627098384,47,0.38176090392870365,False
5.0,1985,0.006948888964578069,49,0.38923174106628916,False
5.0,1986,0.007255053318045737,49,0.3447561776852965,False
5.0,1987,0.00750788460660315,50,0.31932540450092023,False
5.0,1988,0.0074729317387826405,50,0.307220454910981,False
5.0,1989,0.007478377604592829,50,0.3152240410721516,False
5.0,1990,0.0077431441514611375,51,0.29465438792294835,False
5.0,1991,0.007741216332536256,51,0.29198808822813427,False
5.0,1992,0.007649916991674571,55,0.2821162816849455,False
5.0,1993,0.007514365913739719,55,0.2915163040324304,False
5.0,1994,0.007604626926694972,55,0.28765194389412535,False
5.0,1995,0.007577363781278309,55,0.27159697078227524,False
5.0,1996,0.007739834626513643,55,0.281659984569292,False
5.0,1997,0.007539260407350187,55,0.3006496624962722,False
5.0,1998,0.007391414106726268,55,0.31825452132922155,False
5.0,1999,0.007140479582898082,55,0.32552308621129683,False
5.0,2000,0.006963212860200754,55,0.3354503936163709,False
5.0,2001,0.006955919099363601,55,0.34874711101739125,False
5.0,2002,0.007045560513043707,55,0.3476302809718136,False
5.0,2003,0.00718751939043016,56,0.32545416395402976,False
5.0,2004,0.007269674670700249,56,0.30918989081286596,False
5.0,2005,0.007321024544476099,56,0.3062030778311373,False
5.0,2006,0.007361022530067898,56,0.30104659854538585,False
5.0,2007,0.007537586620600975,57,0.28083057487989693,False
5.0,2008,0.0076884365965199705,57,0.2629936485849516,False
5.0,2009,0.007575643488681432,57,0.2706554832559673,False
5.0,2010,0.007782384313164052,57,0.2569890027706293,False
5.0,2011,0.007920709695338521,57,0.23963929486680313,False
5.0,2012,0.007759984476504176,57,0.24465969241068572,False
5.0,2013,0.007717583995792826,57,0.24772669768122962,False
5.0,2014,0.007647475210996604,57,0.25213400889375825,False
5.0,2015,0.007180133623621917,57,0.27576478558659245,False
5.0,2016,0.007171607910512413,57,0.2782089358123237,False
5.0,2017,0.007241078737920789,57,0.27259558211049895,False
5.0,2018,0.007166818781443556,57,0.27066554575685614,False
5.0,2019,0.0070996863789657945,57,0.27803575965608235,False
5.0,2020,0.006867688892324129,57,0.28248166643992795,False
5.0,2021,0.006832805315341548,57,0.27460232193174977,False
5.0,2022,0.006781747025243017,57,0.29167223675892606,False
5.0,2023,0.00690072696935226,57,0.29721738113413826,False
6.0,1974,0.009145340904650075,42,0.4225568683401125,False
6.0,1975,0.009294625535566377,43,0.42110887827401516,False
6.0,1976,0.00911762068433012,43,0.427286791086771,False
6.0,1977,0.008998604214095486,43,0.4185586938983758,False
6.0,1978,0.009067163478990609,43,0.39895938310557527,False
6.0,1979,0.009517852971550257,43,0.39223746398645826,False
6.0,1980,0.010103230715854254,43,0.38684785744524436,False
6.0,1981,0.009469218544213676,43,0.40732681249118746,False
6.0,1982,0.008966252209493847,43,0.4278730337905527,False
6.0,1983,0.00824310000971344,43,0.4503381385472688,False
6.0,1984,0.007713844563779814,43,0.47130672233993637,False
6.0,1985,0.007426211737044701,43,0.480747904111595,False
6.0,1986,0.007611612598550059,43,0.436804282138198,False
6.0,1987,0.008096411119251107,44,0.40873096998726094,False
6.0,1988,0.007933217425070504,45,0.39417797870893007,False
6.0,1989,0.007987820822448607,45,0.40196959672238974,False
6.0,1990,0.008654312207371975,47,0.3820178596912569,False
6.0,1991,0.008285314390926814,47,0.37708646276597796,False
6.0,1992,0.009069950594983459,55,0.35841048894517136,False
6.0,1993,0.008860873118198134,57,0.35758631589401674,False
6.0,1994,0.008812139656179756,58,0.3507918526743882,False
6.0,1995,0.00880923276721118,58,0.3327009204517299,False
6.0,1996,0.008821204638822425,58,0.3466082088754854,False
6.0,1997,0.008649750189632054,58,0.36795801196656147,False
6.0,1998,0.008497139661143894,58,0.3906826271341511,False
6.0,1999,0.00794059568192489,58,0.4002546760827295,False
6.0,2000,0.007651196356664425,58,0.40525747502167436,False
6.0,2001,0.007689380142255777,58,0.422778970054569,False
6.0,2002,0.007785663454201732,58,0.4259545998277262,False
6.0,2003,0.008087202042570149,59,0.405574481717757,False
6.0,2004,0.00839520574539318,59,0.3876438391303371,False
