wave,unweighted_mean,unweighted_variance,n_countries
1.0,-0.0028479322504584154,0.09091109255038775,7
2.0,-0.024791738510635986,0.03878567244876229,18
3.0,-0.013299349088142414,0.01667876108657613,55
4.0,-0.0047074456754995515,0.028532833114521407,41
5.0,-0.020520467065658413,0.015967715989005007,58
6.0,-0.0009133630612502599,0.012447040129698928,60
7.0,-0.005732511022974249,0.020804810716691838,66
