country,wave,year,n_respondents,index_all,index_imf,index_idawb,index_unsc
ALB,3.0,1998.0,998,0.1539022914134851,0.2167314823512142,0.0251087430964466,0.343760739279878
ALB,4.0,2002.0,1000,0.2456693856235762,0.2874743145319966,0.180263435935363,0.3247118639466456
AND,5.0,2005.0,1003,0.0448893730862845,-0.2169084691915813,0.1690301058857217,-0.0439892437493702
AND,7.0,2018.0,1004,0.1999354076165153,0.0539968036561787,0.2778996624465684,0.1818135167317481
ARG,1.0,1984.0,1002,-0.0482157613891505,0.1540534238837335,,-0.1634929575586375
ARG,2.0,1991.0,1002,0.0879740975619357,0.1885731865863251,0.148705878071943,-0.0082353885964219
ARG,3.0,1995.0,1079,-0.0489597479240274,-0.0681599166998989,0.0592829232479045,-0.1796699706036538
ARG,4.0,1999.0,1280,-0.2750771501996123,-0.1171271125714017,-0.2760309567556706,-0.3365010599389157
ARG,5.0,2006.0,1002,0.0035105563390205,-0.0721214308553587,0.0112361689217813,-0.0292473267524979
ARG,6.0,2013.0,1030,-0.0111635079226282,0.0236310397109327,0.0571010180512145,-0.2878399990321976
ARG,7.0,2017.0,1003,0.030421352089593,-0.0729687752978047,0.0518478084680805,0.0414999991964066
ARM,3.0,1997.0,2000,-0.0402381644079251,-0.0667495120362764,-0.2142489098470732,0.2213083660229082
ARM,6.0,2011.0,1100,0.0436527628980084,-0.0120195773089858,-0.0231971451797071,0.1969717383826471
ARM,7.0,2021.0,1223,0.0352451987290443,-0.1518451446417141,0.0182122343320403,0.0985133521361349
AUS,1.0,1981.0,1227,0.2625004230659225,,,0.2625004230659225
AUS,3.0,1995.0,2048,-0.0106305994580342,-0.0998291169493634,0.1538068028627205,-0.1452904579027881
AUS,5.0,2005.0,1421,0.0343341056500343,-0.0419910482807462,0.0528763778767508,0.0740988572822444
AUS,6.0,2012.0,1475,0.1774772775631734,0.0311641693585851,0.2287747266443622,0.1833798048682478
AUS,7.0,2018.0,1811,0.1163028342111155,0.0495749463263574,0.226166288493392,0.0397394263514226
AZE,3.0,1997.0,2002,0.1314485294050542,0.0381994606577762,0.1280262353003245,0.1698362195153914
AZE,6.0,2011.0,1002,-0.0210789945796367,-0.0791767038769842,-0.0271567800412788,0.105721183313759
BFA,5.0,2007.0,1534,0.0560172278477681,0.0591450328564416,-0.0302087342268236,0.2158468317302727
BGD,3.0,1996.0,1524,0.337182869171691,0.2826586509634656,0.332610532943403,0.3378640321877419
BGD,4.0,2002.0,1500,0.2496552464356125,0.0525490629203847,0.2222320024709083,0.3251256785407164
BGD,7.0,2018.0,1200,0.0037538187946191,-0.0929995327672686,0.0648778875701497,-0.0037260970397963
