wave,unweighted_mean,unweighted_variance,n_countries
1.0,,,0
2.0,-0.04371164418726833,0.020631319982770673,18
3.0,-0.003152213280530349,0.0224120723854731,55
4.0,-0.005701619729705627,0.02343120843355925,41
5.0,-0.0010672565057758946,0.012997506031103057,58
6.0,0.006730963757598226,0.010312731345061499,60
7.0,-0.008710184274255026,0.015855221362290013,66
