wave,weighting_year,weighted_variance,n_countries,top1_share,balanced_panel
1.0,1974,0.01948976942753974,8,0.5981839896818425,False
1.0,1975,0.019523041861069818,8,0.6081823515904579,False
1.0,1976,0.02000305630559374,8,0.6237804310612015,False
1.0,1977,0.019339040523171334,8,0.6591996289770715,False
1.0,1978,0.01763314868572034,8,0.6890885160996626,False
1.0,1979,0.018812779405406842,8,0.6691169095200101,False
1.0,1980,0.018552911800017863,8,0.6297388288238032,False
1.0,1981,0.018754770839426112,8,0.6205210702891761,False
1.0,1982,0.020487713576618355,8,0.6220399434543397,False
1.0,1983,0.019533366386640345,8,0.6467370833248418,False
1.0,1984,0.019822012542671626,8,0.6418098322570257,False
1.0,1985,0.019173945840415565,8,0.6686727968908482,False
1.0,1986,0.01615126727311863,8,0.7487775762663602,False
1.0,1987,0.015451260078883733,8,0.761329818995823,False
1.0,1988,0.01600161766934068,8,0.7600181712847418,False
1.0,1989,0.01820874375833425,8,0.7382962994515838,False
1.0,1990,0.01884942200163203,8,0.7103207204102674,False
1.0,1991,0.018578870560829706,8,0.7145644990546686,False
1.0,1992,0.018226286126713995,8,0.7169964356417986,False
1.0,1993,0.017412544545496157,8,0.7218594749167249,False
1.0,1994,0.017626558218167047,8,0.7248684619266472,False
1.0,1995,0.018391329047106574,8,0.7423062562535075,False
1.0,1996,0.02050107055332007,8,0.7052464358021767,False
1.0,1997,0.02114532376928109,8,0.6748161481854441,False
1.0,1998,0.019197776666007756,8,0.674798781443222,False
1.0,1999,0.019437415563409142,8,0.6844045560618235,False
1.0,2000,0.019847582940297707,8,0.6794885116303326,False
1.0,2001,0.020484517299541496,8,0.654362285060682,False
1.0,2002,0.022113793318967193,8,0.6483696449051805,False
1.0,2003,0.02284430525947282,8,0.6422505417021206,False
1.0,2004,0.02379978171877079,8,0.6239265858588926,False
1.0,2005,0.025228109758541797,8,0.5902608934835712,False
1.0,2006,0.026333782864315942,8,0.554902731688402,False
1.0,2007,0.02733116995484943,8,0.5247865844810848,False
1.0,2008,0.026624571105910207,8,0.5379190189391867,False
1.0,2009,0.025522340893170063,8,0.5779025644649824,False
1.0,2010,0.02633188053072705,8,0.5548451073237064,False
1.0,2011,0.026772505485438948,8,0.5410958599880189,False
