wave,unweighted_mean,unweighted_variance,n_countries
1.0,0.011093424193816752,0.05223298384188153,8
2.0,-0.024786452706477124,0.02143090580024507,18
3.0,-0.001169796968265429,0.012209713948066012,55
4.0,-0.0021771891488541837,0.013009951473182735,41
5.0,-0.007911483057211921,0.011228587615314218,58
6.0,0.003780627397707806,0.010643294289879712,60
7.0,-0.005696715692418325,0.01455856917732768,66
