wave,unweighted_mean,unweighted_variance,n_countries
1.0,0.0011886436772512703,0.05602428139122069,8
2.0,-0.029334725890343645,0.036442611824537285,18
3.0,-0.0009980225057856294,0.012195878667407458,55
4.0,0.004542217054834927,0.0153217421687258,41
5.0,-0.008010617312792612,0.012465396416586774,58
6.0,0.006139134261501842,0.013854480905232395,60
7.0,-0.002279955417446318,0.00879033514620852,66
