country,wave,year,n_respondents,index_all,index_imf,index_idawb,index_unsc
MDA,4.0,2002.0,1008,-0.0790595241863763,-0.0119872485196858,-0.2818459876538294,0.0794248306610396
MDA,5.0,2006.0,1046,-0.1567751535137275,-0.0085155720163293,-0.2585569694925712,-0.1479580641580967
MDV,7.0,2021.0,1039,0.0651713866675912,0.0271262452114987,-0.0174328928074628,0.2869543788294093
MEX,1.0,1981.0,1837,0.0157635335572977,0.0306869689847163,,0.0082463998841998
MEX,2.0,1990.0,1530,-0.0821322012942074,0.0196998845871325,0.0332607912367501,-0.2394193731560814
MEX,3.0,1996.0,1510,-0.1306980469027039,-0.083944531516627,-0.0958374762976316,-0.1545232126132255
MEX,4.0,2000.0,1535,-0.1648518806841044,-0.0545578057552873,-0.1812673560466483,-0.2280781074035736
MEX,5.0,2005.0,1560,-0.1087332944195501,-0.0349721133814731,-0.1474127762318487,-0.1033602529117458
MEX,6.0,2012.0,2000,-0.1404694911139355,-0.061220243995831,-0.2065078994719596,-0.1169615764651957
MEX,7.0,2018.0,1740,-0.1569934543497536,0.0120259176051253,-0.2094742687820875,-0.222497300434665
MKD,3.0,1998.0,994,0.0155831206848621,0.2338668895973208,-0.1072180366950721,0.0078173740279097
MKD,4.0,2001.0,1054,-0.056405020310682,0.2179397876094712,-0.2018179315477595,0.0016985718915513
MLI,5.0,2007.0,1533,0.1177253826453392,-0.0586085404521014,0.0325391819433879,0.3761458976522095
MMR,7.0,2020.0,1200,-0.083388636915344,-0.0826004710392755,-0.1478229893484857,-0.0024845927908423
MNE,3.0,1996.0,240,0.0992347032989456,0.0986486588559956,0.0892763593606879,0.0856999660766217
MNE,4.0,2001.0,1059,0.0438064489204179,0.2809693830313169,0.0562882484124643,-0.1930358401208145
MNG,7.0,2020.0,1638,-0.1287042004427364,-0.1802178711536781,-0.1427112618306258,-0.0422772012317423
MYS,5.0,2006.0,1201,0.027428589660027,-0.0321241994477634,-0.063912844014204,0.2204102501121199
MYS,6.0,2012.0,1300,0.0722737727433217,-0.0113212138727789,0.0021047287503504,0.2191931906317401
MYS,7.0,2018.0,1313,0.0143790995355487,0.0663696641903788,-0.0833652428126994,0.1300066627793019
NGA,2.0,1990.0,1001,0.1003807626587322,0.0644955881834643,-0.081394408811428,0.1757061743092078
NGA,3.0,1995.0,1995,0.0900963254025926,0.180158669362292,0.1059866921505499,-0.0722427860374811
NGA,4.0,2000.0,2022,0.0593351936627011,0.1515187736921932,0.0470754668323671,0.0073588481161753
NGA,6.0,2012.0,1759,0.0719271615502765,-0.0138103695966346,0.0886231415787883,0.1161846295641321
NGA,7.0,2018.0,1237,0.009206031273616,0.00735278933729,-0.077726079141151,0.0758358646611778
NIC,7.0,2020.0,1200,-0.1560374252690756,-0.1383056711974303,-0.0094451968494371,-0.4285292981179311
NIR,7.0,2022.0,446,0.0495538700329732,0.1441254036186784,0.1751884953383859,-0.2735956243729073
NLD,5.0,2006.0,1050,-0.1476263751220737,-0.3067193585794275,0.098102733548867,-0.3172404608000241
NLD,6.0,2012.0,1897,-0.0068046825574774,-0.1197067048473878,0.2049851172176642,-0.2206748591706278
NLD,7.0,2022.0,2070,-0.0727084419083158,-0.1728282465619249,0.0854786449640473,-0.1939715479523404
NOR,3.0,1996.0,1125,0.0821691893684204,-0.1775412134717191,0.2494723364814333,0.1390366301812486
NOR,5.0,2007.0,1023,0.0673029137154393,-0.242390476084795,0.1889988862922924,0.1923372833130223
NZL,3.0,1998.0,1198,0.0458853887068931,0.01345623359701,0.2947268259033259,-0.243788726629593
NZL,5.0,2004.0,952,0.119661106139008,0.0609983455811688,0.3257443779947508,-0.0910121973603292
NZL,6.0,2011.0,838,0.207995337186819,0.1224882638232062,0.4131470661801097,-0.0438723698918961
NZL,7.0,2020.0,1053,0.1618122037528949,0.1554549098292845,0.3705924730896728,-0.1438682279022951
PAK,3.0,1997.0,733,0.0062503966951672,-0.0437798287173416,-0.4553480485705137,0.6588979986918897
PAK,4.0,2001.0,2000,0.1464551507419842,0.2471794806658179,0.0677832799802587,0.1965369244596523
PAK,6.0,2012.0,1200,-0.0041235699257032,-0.2784107310340425,0.0155438024202318,0.2247409636383033
PAK,7.0,2018.0,1995,0.0035837523056148,-0.2246379992880856,-0.0589348212408458,0.3136020601559967
PER,3.0,1996.0,1210,0.0322813808720334,-0.0114146063614903,0.1009843414466799,-0.0309722677680431
PER,4.0,2001.0,1501,-0.0637847403791822,-0.0746208565638356,0.0015683837137792,-0.2197760694790807
PER,5.0,2006.0,1500,-0.1363494502734051,-0.0969499678351615,-0.1057779279535075,-0.2569334917773966
PER,6.0,2012.0,1210,-0.1323866869359587,-0.0454528958019808,-0.1366453024403716,-0.2203550475438886
PER,7.0,2018.0,1399,-0.1214814856620304,0.0615432860718489,-0.2007722786123975,-0.1818295074399728
PHL,3.0,1996.0,1200,-0.0843397047888173,-0.1346996630513106,-0.2733589608716239,0.2118868317279201
PHL,4.0,2001.0,1200,0.0089622989002843,-0.0622669991898896,-0.1258975716876437,0.2226918487158158
PHL,6.0,2012.0,1200,0.0047364466133978,-0.2030255011264578,0.0099905988620233,0.150002883556649
PHL,7.0,2019.0,1200,-0.0401202232640322,-0.1728887543837249,-0.1344315621693287,0.1985009194172945
POL,2.0,1989.0,938,0.0815433463996062,0.0914083051191153,0.0437978940529655,-0.0325040542266035
POL,3.0,1997.0,1153,0.0507365891418996,-0.1094167695140585,0.0685703742608534,0.131501264613178
POL,5.0,2005.0,1000,-0.0289586884868354,-0.1056664934734741,-0.0376583485786454,-0.0248437027488555
POL,6.0,2012.0,966,-0.0124054697782507,-0.0469957131662402,0.0573495017200409,-0.1383698128403834
PRI,3.0,1995.0,1164,-0.0072606783876458,-0.2300464768698808,0.1656036992304177,-0.0255199044000133
PRI,4.0,2001.0,719,0.0314308181431297,-0.0917316870045857,0.1940274656283059,-0.0627726252092646
PRI,7.0,2018.0,1126,0.0026504114663595,-0.0179729257897705,0.0819559907990071,-0.0904134626295849
PSE,6.0,2013.0,1000,-0.0485452713305696,0.097970717952221,-0.0602458416309867,-0.1757251842733057
QAT,6.0,2010.0,1060,0.2606421932077609,-0.0700222211706728,0.3484443230805122,0.3960934484878835
