wave,weighting_year,weighted_variance,n_countries,top1_share,balanced_panel
1.0,1974,0.04351657181081473,7,0.6710608871337261,False
1.0,1975,0.04648162068085996,7,0.6841646755721122,False
1.0,1976,0.04513732453249018,7,0.7004268442175625,False
1.0,1977,0.04138229256205128,7,0.7313824684798206,False
1.0,1978,0.03505574634051743,7,0.7480694803029035,False
1.0,1979,0.03926536633067518,7,0.7302697558096328,False
1.0,1980,0.043342798260461585,7,0.6872124021712764,False
1.0,1981,0.04072873992530517,7,0.6805084652090168,False
1.0,1982,0.04193604721674411,7,0.6943705057735806,False
1.0,1983,0.03938621388980282,7,0.7108647871239767,False
1.0,1984,0.037984459984855085,7,0.7070650329127514,False
1.0,1985,0.037207010903659084,7,0.7305071647012236,False
1.0,1986,0.03373374836995483,7,0.8003601718283303,False
1.0,1987,0.03450723384299707,7,0.806409662619245,False
1.0,1988,0.03371764293062274,7,0.8063190198010642,False
1.0,1989,0.03607999888294394,7,0.7948937775735048,False
1.0,1990,0.039318990583163196,7,0.763321859526315,False
1.0,1991,0.033987896848966796,7,0.7633015973041146,False
1.0,1992,0.030319214399830204,7,0.7616545218598062,False
1.0,1993,0.02571236116077895,7,0.7595824076107734,False
1.0,1994,0.025945553273390164,7,0.7604656522691662,False
1.0,1995,0.027109394379700315,7,0.7807842272864555,False
1.0,1996,0.028856610556903764,7,0.7482640044729423,False
1.0,1997,0.030198872635240827,7,0.7220670648322819,False
1.0,1998,0.03285173173298999,7,0.7223331583067222,False
1.0,1999,0.03074830961054815,7,0.7261770898747129,False
1.0,2000,0.028774157387688806,7,0.7204966043966374,False
1.0,2001,0.03103712736026926,7,0.6937568043138971,False
1.0,2002,0.0332810599714685,7,0.6907469313916195,False
1.0,2003,0.035905164024115956,7,0.6879790500792274,False
1.0,2004,0.03729138123872265,7,0.6769860204448088,False
1.0,2005,0.037838820435819695,7,0.6450888549947543,False
1.0,2006,0.03904529386307806,7,0.6099506234467925,False
1.0,2007,0.04153809854526291,7,0.5817865285881642,False
1.0,2008,0.0420395973300407,7,0.6052514546839202,False
1.0,2009,0.04006154752709366,7,0.6431657001225896,False
1.0,2010,0.03809848878425014,7,0.6238997642693124,False
1.0,2011,0.03816587270690776,7,0.615870249475787,False
1.0,2012,0.03667025819818629,7,0.6166205272053356,False
1.0,2013,0.03916408917037455,7,0.5623240319670127,False
1.0,2014,0.039522384781485564,7,0.5400289765820405,False
1.0,2015,0.03749790483273903,7,0.5276440704399962,False
1.0,2016,0.03663342512119608,7,0.5644881767994346,False
1.0,2017,0.03741073029289552,7,0.5379094194334165,False
1.0,2018,0.038645530384512836,7,0.5370025862639158,False
1.0,2019,0.03842452332417133,7,0.5478687057977747,False
1.0,2020,0.038875374144612396,7,0.5634869028011836,False
1.0,2021,0.03970888143850046,7,0.526997439917899,False
1.0,2022,0.03983142126841215,7,0.4787003317104046,False
1.0,2023,0.03963450081660858,7,0.45497784496470406,False
2.0,1974,0.024926000648204636,13,0.38293201451919456,False
2.0,1975,0.024628782226553427,13,0.38315984726318214,False
2.0,1976,0.0235418333440322,13,0.3979814658059489,False
2.0,1977,0.0219114531246209,13,0.4220316621510493,False
2.0,1978,0.023395206278549754,13,0.47090191642782203,False
2.0,1979,0.02335639997757845,13,0.4395336222413761,False
2.0,1980,0.023780961770581067,13,0.4184710146450407,False
2.0,1981,0.021173022995312298,13,0.4169895775504041,False
2.0,1982,0.022272557103838936,13,0.4128607287930376,False
2.0,1983,0.02241625233714937,13,0.45093138282123346,False
2.0,1984,0.021319725743445286,13,0.46021724452325957,False
2.0,1985,0.01965581782864925,13,0.4634102470912,False
2.0,1986,0.019976575376698218,13,0.5413161007720595,False
2.0,1987,0.02057387795183714,13,0.5614566279859817,False
2.0,1988,0.01945504761324891,13,0.5774884887210673,False
2.0,1989,0.018311555950486082,13,0.5529977836718677,False
2.0,1990,0.021435929252581042,14,0.5097042335318526,False
2.0,1991,0.021084041182085542,14,0.5370842276422948,False
2.0,1992,0.02092352363351134,15,0.5077062367174833,False
2.0,1993,0.019335102572349664,18,0.5260415866765049,False
2.0,1994,0.01910044457339193,18,0.5243682306626039,False
2.0,1995,0.019146163047984967,18,0.5146236114179913,False
2.0,1996,0.01951084794525622,18,0.46448822581982097,False
2.0,1997,0.018601013244155674,18,0.43453573789225464,False
2.0,1998,0.0193319277857939,18,0.4155555225582205,False
2.0,1999,0.0186449435630508,18,0.4567257136818017,False
2.0,2000,0.017217170415299504,18,0.4560785301045012,False
2.0,2001,0.018326358403884947,18,0.42152516718831545,False
2.0,2002,0.018513599412246135,18,0.4004915293047513,False
2.0,2003,0.01946690188604107,18,0.3856841049573995,False
2.0,2004,0.019553954442879107,18,0.3644713104113807,False
2.0,2005,0.019171794355908187,18,0.3253996807893409,False
2.0,2006,0.019001083484362608,18,0.28293199851470585,False
2.0,2007,0.01871174925775263,18,0.24372836254047356,False
2.0,2008,0.01858893698117343,18,0.2367480541625692,False
2.0,2009,0.01796833270180205,18,0.2503572543142447,False
2.0,2010,0.016982396394751582,18,0.24773690696313005,False
2.0,2011,0.017135180912551694,18,0.26618704162816076,False
2.0,2012,0.016126408798611328,18,0.2910306571984309,False
2.0,2013,0.016131699372975344,18,0.3213142786768846,False
2.0,2014,0.01595921861262819,18,0.3435016415729876,False
2.0,2015,0.015928657157942904,18,0.38526697731152876,False
2.0,2016,0.01552880282648566,18,0.3825880943863076,False
2.0,2017,0.014973404048019862,18,0.38714845571589324,False
2.0,2018,0.0146455239235555,18,0.4111920974450046,False
2.0,2019,0.014281874799959349,18,0.4167996309709627,False
2.0,2020,0.014526653639082154,18,0.4405316664211459,False
2.0,2021,0.0140008671290982,18,0.4616685047848104,False
2.0,2022,0.013999994119358896,18,0.45819870469843305,False
2.0,2023,0.014605029118030053,18,0.44519861622860046,False
3.0,1974,0.008292019079021069,32,0.40509458375162455,False
3.0,1975,0.008402910103030051,32,0.40128850912665304,False
3.0,1976,0.008341136892358974,32,0.41211483083133094,False
3.0,1977,0.008451218293897,32,0.40480488408120585,False
3.0,1978,0.008278610461891258,32,0.38380504191314174,False
3.0,1979,0.008227779446318268,32,0.37602063296226657,False
3.0,1980,0.008473242538302294,34,0.36741693278076387,False
3.0,1981,0.008944891596184654,34,0.38728629544535903,False
3.0,1982,0.008906875661556249,34,0.4080012084348927,False
3.0,1983,0.008557095189432349,34,0.43172061767567077,False
3.0,1984,0.008320636387696211,34,0.45510768018792763,False
3.0,1985,0.008240050232052981,34,0.46365980337996104,False
3.0,1986,0.00826597122612256,34,0.4181131695252511,False
3.0,1987,0.00826804200239466,35,0.38911540573794784,False
3.0,1988,0.00818628159457735,35,0.3724147128187837,False
3.0,1989,0.008207028254392028,35,0.38153594625884635,False
3.0,1990,0.008020693501660419,36,0.36361090443907773,False
3.0,1991,0.007814050856929749,36,0.3557594507600828,False
3.0,1992,0.007710089617574401,44,0.3414525174597708,False
3.0,1993,0.007872441398979508,49,0.3438469945321436,False
3.0,1994,0.008128550331806301,49,0.3375083760581497,False
3.0,1995,0.008464003401052016,51,0.3179882584584797,False
3.0,1996,0.008610670379391006,51,0.3313099722166084,False
3.0,1997,0.008718235814394588,51,0.3499899810726755,False
3.0,1998,0.008685889727323396,51,0.36862720797720694,False
3.0,1999,0.008255412346625517,51,0.37858079303073366,False
3.0,2000,0.008348547967618532,51,0.38513340868347296,False
3.0,2001,0.008275513557543458,51,0.40096701103597804,False
3.0,2002,0.008244975402892844,51,0.40220846116305453,False
3.0,2003,0.008403817173439083,52,0.3815137401584082,False
3.0,2004,0.008548927518894973,52,0.36316382204112335,False
3.0,2005,0.008737896918408952,52,0.3581914482267808,False
3.0,2006,0.008856717020457842,52,0.35203703548660786,False
3.0,2007,0.009176386967336655,54,0.32925798277020396,False
3.0,2008,0.009604959805916899,54,0.30832505485167294,False
3.0,2009,0.009830099966720303,54,0.3161052449754676,False
3.0,2010,0.010124693846842248,54,0.29828895730881616,False
3.0,2011,0.010372313157937485,54,0.2786469198073627,False
3.0,2012,0.010359011883802918,54,0.2817779732951127,False
3.0,2013,0.01025258648795965,54,0.2847032571633163,False
3.0,2014,0.010169961156649362,54,0.28783274502039313,False
3.0,2015,0.009719899931086663,53,0.31353609705927893,False
3.0,2016,0.00976699470336178,53,0.3168072206440494,False
3.0,2017,0.009813589558436331,53,0.31012067394208737,False
3.0,2018,0.00978964732378533,53,0.3075436103806039,False
3.0,2019,0.009692781380857066,53,0.3150062696475427,False
3.0,2020,0.009458252093328097,53,0.31925970077733934,False
3.0,2021,0.009440521147246108,53,0.3105030664347602,False
3.0,2022,0.009239741480535827,53,0.3286371788038824,False
3.0,2023,0.009140562601403054,53,0.3356076007586197,False
4.0,1974,0.007693359893491723,33,0.4884990992841139,False
4.0,1975,0.007920088085464282,33,0.4880257729299508,False
4.0,1976,0.008190073027220477,33,0.4907847139750045,False
4.0,1977,0.008153194715086043,33,0.4839157807823542,False
4.0,1978,0.008064447115432234,33,0.4681240424087005,False
4.0,1979,0.008621704808796387,33,0.46379088089570014,False
4.0,1980,0.009445455896862364,34,0.45246834113549966,False
4.0,1981,0.009315467872076426,34,0.4571923831890996,False
4.0,1982,0.008999672271287352,34,0.47978160170664363,False
4.0,1983,0.00822763721525037,34,0.49338020179636255,False
4.0,1984,0.00782835107023328,34,0.5105367268702224,False
4.0,1985,0.00746854452460278,35,0.517430311724907,False
4.0,1986,0.007404996738209753,35,0.4841156948604697,False
4.0,1987,0.007726301660317778,35,0.4667888463933325,False
4.0,1988,0.007839287966388499,35,0.4489616483784607,False
4.0,1989,0.00786953191616639,35,0.46041331816382913,False
4.0,1990,0.009311168814284624,35,0.4484788956377853,False
4.0,1991,0.007340361072753068,35,0.43876342868817464,False
4.0,1992,0.007252201441214829,38,0.4338749816978602,False
4.0,1993,0.006989708592282539,39,0.4292282218462787,False
4.0,1994,0.007116489116701702,39,0.4225180807026803,False
4.0,1995,0.0075976012338793445,39,0.4078180600678849,False
4.0,1996,0.007749822286873811,39,0.42328527233500923,False
4.0,1997,0.007559540994659459,39,0.44296308429521347,False
4.0,1998,0.006951352143518159,39,0.46897705277890434,False
4.0,1999,0.006817413110085279,39,0.46549863054767626,False
4.0,2000,0.0070582269134300026,39,0.4623429903462437,False
4.0,2001,0.006730750056490465,39,0.4815227837845832,False
4.0,2002,0.006837634481458752,39,0.48771572253147133,False
4.0,2003,0.007095919604776665,39,0.4712175623512444,False
