wave,unweighted_mean,unweighted_variance,n_countries
1.0,-0.0028479322504584154,0.09091109255038775,7
2.0,-0.017643901598880185,0.04012366865225229,18
3.0,-0.0035758880204254627,0.026837835015779403,55
4.0,-0.004565451529000263,0.02856323623048231,41
5.0,-0.021505869927945426,0.022476041373697898,58
6.0,-0.0016230040902061756,0.01849063582475661,60
7.0,0.006277675973952443,0.015264007025933274,66
