wave,unweighted_mean,unweighted_variance,n_countries
1.0,-0.0028479322504584154,0.09091109255038775,7
2.0,-0.009494566930780202,0.03664045646954054,18
3.0,0.0021380064673468687,0.029960681256989016,55
4.0,-0.0015651548412109256,0.032099927342454405,41
5.0,-0.015811844395083142,0.027261695779735532,58
6.0,-0.005012746726235027,0.025588885136882233,60
7.0,0.006557420686102167,0.015284223064164016,66
