wave,unweighted_mean,unweighted_variance,n_countries
1.0,,,0
2.0,-0.019718330879981975,0.03563635419682966,17
3.0,0.0010034208326498983,0.03309226610320918,55
4.0,-0.0010313732313056993,0.02722215339638681,41
5.0,0.008671406329479847,0.027765153748109964,58
6.0,0.010094964010250274,0.029564189477613172,60
7.0,-0.007027551262104679,0.01802071599359029,66
