wave,unweighted_mean,unweighted_variance,n_countries
1.0,-0.01225544603876271,0.047838056193344414,7
2.0,-0.021316126138556317,0.03128061520635431,18
3.0,0.0007218299905325595,0.012261177498541742,55
4.0,0.006499505975088273,0.014153227668643584,41
5.0,-0.0040464374900528255,0.01149767475127728,58
6.0,0.005723064805693973,0.013659272059833276,60
7.0,-0.001122994612812137,0.007180121793399777,66
