wave,unweighted_mean,unweighted_variance,n_countries
1.0,,,0
2.0,-0.087896399097583,0.03063902544415944,8
3.0,0.012586376281923972,0.01641816524447839,10
4.0,-0.06331801932338778,0.017780936719202032,10
5.0,-0.04505368535367027,0.006978328476804102,10
6.0,0.0019578187900124,0.007990848600312716,10
7.0,-0.04072832532306188,0.020584929596958526,10
