wave,unweighted_mean,unweighted_variance,n_countries
1.0,-0.11756903450809614,0.003137511447374456,4
2.0,0.00032489890557636444,0.0207342794925171,8
3.0,-0.025527108049307863,0.01866506194221581,10
4.0,-0.0694299120076747,0.019527941538984794,10
5.0,-0.02076064892926186,0.014126463540212637,10
6.0,-0.0014028282113234592,0.044232107260674176,10
7.0,0.018463804829481557,0.007465668722610284,10
