wave,unweighted_mean,unweighted_variance,n_countries
1.0,,,0
2.0,-0.07602398390277973,0.021266301267807427,8
3.0,0.0037550539063504,0.007471391394299948,10
4.0,-0.07374217169097445,0.016398037511191933,10
5.0,-0.050058833565040595,0.005508844823145618,10
6.0,-0.00022352922211332088,0.006864317920277612,10
7.0,-0.019208996458338116,0.013245083281789806,10
