wave,unweighted_mean,unweighted_variance,n_countries
1.0,0.15929527460632667,0.01603561488063502,4
2.0,-0.012537070043589378,0.012961724793729148,8
3.0,-0.03999135482792744,0.005186472722427849,10
4.0,-0.07184638794395315,0.004417706925482356,10
5.0,-0.026663733439222882,0.01195461173150366,10
6.0,-0.008017673414110518,0.017339153496589932,10
7.0,-0.009564123992914678,0.02151861429062674,10
