country,wave,year,n_respondents,index_all_ym,index_imf_ym,index_idawb_ym,index_unsc_ym,index_all_y,index_imf_y,index_idawb_y,index_unsc_y
DEU,7.0,2018.0,1528,0.1387661534156286,-0.12437238274026607,0.32927702736077297,0.0498673246337399,0.14211941466328468,-0.13933798200173247,0.32556529752429697,0.06674016108243747
DOM,3.0,1996.0,417,0.007415260784302018,-0.0633671775744266,0.09933832318256736,-0.172530868323352,0.03743413831689806,-0.15729932557490944,0.2087413544266685,-0.14876356228494275
DZA,4.0,2002.0,1280,-0.00309810034579276,0.03615327858462802,-0.029994600656348815,0.013170107020257496,0.02203738424922408,0.03615327858462804,0.036775539710536514,0.007850093256476773
DZA,6.0,2014.0,1200,-0.08608581344685962,-0.23000735948418152,-0.05684237952754767,-0.03960798185662573,-0.15049921466412602,-0.31359640650089976,-0.11182957231839702,-0.1353965169294886
ECU,6.0,2013.0,1202,-0.07654714026534155,0.02237572499535731,-0.07563327765197049,-0.18753301102842374,-0.06053280963468105,-0.0014398116524647528,-0.025942430908883967,-0.23724966243125442
ECU,7.0,2018.0,1200,-0.11978463757663062,-0.07368057588153074,-0.15748827297088197,-0.1005984199151472,-0.13182348485623288,-0.050623046796471144,-0.17609352896151373,-0.12036077254759923
EGY,4.0,2001.0,3000,0.21472783699559864,-0.16836733319464428,0.35323294898449215,0.10658055778950185,0.15577982055971812,-0.16836733319464428,0.24834763795479708,0.12954655433165596
EGY,5.0,2008.0,3051,0.05770249218474947,0.254405898519519,0.05458751983750768,-0.12034744854855894,0.08391431667940866,0.19104450323534106,0.09652712726838211,-0.07474540537133413
EGY,6.0,2013.0,1523,0.029395404850267433,0.18055296229909842,-0.02993084157987518,-0.044792838196842134,0.054944677004146104,0.11555447651222543,0.020184504345041408,-0.008429515039261789
EGY,7.0,2018.0,1200,0.016344120878890287,0.045484765380514304,-0.00646490819965317,0.01031966002337107,-0.04217191296895148,0.045554202495915144,-0.09372949872813444,-0.05192126925972464
ESP,2.0,1990.0,1509,-0.12424085340438441,-0.28529275499572304,-0.01829204863960433,-0.12321274387206418,-0.08657719226959161,-0.22231850679250223,-0.019473393357149565,-0.07260802152049838
ESP,3.0,1995.0,1210,-0.0588428168962779,-0.15778471706254593,0.04920842080625496,-0.2051983647394668,-0.004286950596718177,-0.1203472780199381,0.1409352317326706,-0.1396083085708814
ESP,4.0,2000.0,1209,-0.0016872809222979001,-0.141340269225952,0.09002236888377686,-0.10669337385271044,0.029989661207386886,-0.09892540072029274,0.06747771371957187,0.010192185889192127
ESP,5.0,2007.0,1200,0.03964659555129603,-0.13091005876933887,0.08583651854796531,0.030247686649233697,0.04517965321631801,-0.03501252177275579,0.04433660879537022,0.08811421992300844
ESP,6.0,2011.0,1189,0.028220588995873347,-0.07761925788910487,0.17684984404113196,-0.2362696357001884,0.07216246210242395,0.14396761733675148,0.16807921560872977,-0.2805817613200865
EST,3.0,1996.0,1021,0.008059347820984452,0.03723288443875635,0.019358652579572935,-0.07559881611138938,0.004827231492889963,-0.03533771596692633,0.026212558515516213,-0.029204402419683917
EST,6.0,2011.0,1533,0.048850439880355,0.046883488048335684,0.07959791206548823,-0.06448612463652528,0.01421376855456765,0.11284724974747953,0.02340595080117975,-0.1559205802458679
ETH,5.0,2007.0,1500,0.07156225493024604,0.08550446519499862,0.12014335373385862,-0.0014937471164886817,0.16846073471827477,0.21357296545288523,0.21219438072618516,0.09892968393316123
ETH,7.0,2020.0,1230,0.05681499108375438,0.17450962771207562,0.07795840436976655,-0.02857042996448098,0.041796827031099354,-0.06597114448996226,0.1510931123533235,-0.03920137913945943
FIN,1.0,1981.0,1003,-0.11176722374077837,-0.6075599584967042,,0.04806417638166779,-0.4369636545935128,-0.6075599584967042,,-0.26636735069032147
FIN,3.0,1996.0,987,0.014585120633516246,-0.09593872602842356,0.058010900681246876,0.03928931825212885,-0.06407702845759405,-0.1559899057353826,-0.01434662591731767,-0.03255863429699416
FIN,5.0,2005.0,1014,0.04300749506059569,-0.17165798559959303,0.05303434365336956,0.17510056518262423,0.035337157530860724,-0.21149073095521953,0.09817451712373006,0.08719164619923374
FRA,5.0,2006.0,1001,-0.08736078201763835,-0.2774405927370428,-0.03019906085576322,-0.09002371410612336,-0.12039582463550595,-0.2761656821920337,-0.06583518724231935,-0.18622898287111012
GBR,3.0,1998.0,1093,0.016191612186275513,-0.09504554393655228,0.17429940596337035,-0.30258473878026815,-0.04954031872960755,-0.09504554393655228,0.11426172698746237,-0.30258473878026815
GBR,5.0,2005.0,1040,-0.06113968558451501,-0.28776743885584133,-0.00693286752125159,-0.01296821301808353,-0.09597255109425085,-0.3899490823738455,-0.018423480535345836,-0.08944206635212484
GBR,7.0,2022.0,2609,0.15952355734975865,0.13338120570606918,0.1719219046247423,0.15265634708924122,0.17863532277500566,0.11988380028831724,0.20076859463783353,0.17225552512788442
GEO,3.0,1996.0,2008,0.03743046166246835,0.15217601157989802,-0.041677714662028464,0.09390521338408347,0.06822023669323632,0.08071982752052517,-0.029632681059872493,0.18018758656792022
GEO,5.0,2009.0,1500,0.05341836834340448,0.21760350589322341,0.09939384568553536,-0.12223650164378885,0.02465770287322272,0.21642853223293343,0.08844788425445553,-0.17557239630879756
GEO,6.0,2014.0,1202,0.06030986679766223,0.08035187434803272,0.020918576749393094,0.17189915989422852,0.07099272071057719,0.16685723423981164,0.028751079789726186,0.1391828392889939
GHA,5.0,2007.0,1534,0.11519536786442182,-0.003971594915218667,0.05219556694732641,0.2720607570901565,0.09781539491830453,-0.03896880059950509,0.0434799489539495,0.2267461964817613
GHA,6.0,2012.0,1552,0.12052485413380834,0.11499751238592307,0.08219348533494879,0.21488772374526838,0.1318129717234008,0.0012120436276531073,0.14853288677738968,0.16487749749974756
GRC,7.0,2017.0,1200,0.04592563652357884,-0.1458177342871745,0.15117053255006183,0.03401552550403119,0.04231966611751548,-0.057914856950149675,0.14725172209044707,-0.005798850118567238
GTM,5.0,2004.0,1000,-0.0005489540436120745,-0.0013282450541856675,-0.09200359531482818,0.059761289031011945,0.06847035318340047,0.015639309022538902,-0.03568113927369367,0.14909653266954984
GTM,7.0,2020.0,1229,-0.21816121547594103,-0.21909850372512907,-0.23352612143213233,-0.19686151022411116,-0.22937650346967745,-0.21688241864496985,-0.27226301532871294,-0.18639060837051305
HKG,5.0,2005.0,1252,-0.13504806299548702,0.030658007473517858,-0.12415063041726596,-0.20455896114156732,-0.17139845485708807,0.08559023487811224,-0.20332202735550753,0.03154918749058481
HKG,6.0,2014.0,1000,-0.0021580934005465675,-0.0044009204287376565,-0.0012737944920494814,-0.008113241126090619,-0.02064704351412103,-0.17000125807436295,-0.01032660832705007,0.09255301887800683
